date,continent,location,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,hosp_patients,icu_patients,reproduction_rate,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence
2021-01-01,Asia,Italy,7404852,5845,203675,968,59884192,54774,0.26424393681221237,415.1161823670853,88247219,18968516,22497724,28879,13173,1.3766848017912798,71.40733060064102,1066894576,183.13594798798803,26.436043346798407,24.735040226927012,4.757938736379204,47116.221806320755,46.41224906481277,581.849598135566,17.591332498018353
2022-04-21,Europe,Brazil,4981505,4778,229167,152,5507774,10386,0.9099550632726093,317.5502687422633,15548509,28483123,62045437,28845,14627,1.765349398170945,81.52928705558762,344138879,513.2849817760971,49.13414135866582,15.799188637561123,11.276137946060489,11923.964154187992,25.08203697450977,217.0809890947868,11.765230537043667
2022-09-16,North America,Italy,1766891,3906,381923,736,76087778,77228,0.9155919855148695,452.5132987215992,4895344,54559303,25224548,10015,6078,1.47393957744057,99.91623003272926,881433439,464.9975875133306,29.212607930736446,24.25597998102128,16.400699515954464,55301.39038376088,25.099098877715537,663.1925300645335,6.088585519469061
2020-10-21,Asia,USA,4521373,3637,305063,126,72347128,15225,0.3289957746879688,348.9880236699602,78763398,31900158,40110207,82961,3323,2.394676090796626,27.337072325359923,1344878256,627.906146641134,33.09844959474063,9.036014576088254,7.844113134757628,23107.001005137394,18.15814901466505,650.3089329570004,18.92830008143283
2020-05-07,Asia,Germany,6019877,2953,345665,192,86121049,16693,0.7054341850945512,185.47732320451027,61375184,2087444,35179811,21496,8366,1.5437614540370148,55.661858875352046,906800642,259.3661445844889,34.943510611184024,10.798696254387352,15.678205968791126,43770.42743387946,35.52059301917066,608.0744795647562,15.71191096151402
2020-07-18,Europe,USA,3344769,5929,486121,626,50525451,72197,0.6757452551641833,90.6291458149408,61494227,46212018,45620397,707,14444,0.9191957662563757,13.401894145470406,935106993,222.49268905487173,49.72156230120419,18.999402203595228,16.159036571064895,8912.9079416986,19.611383407582966,183.33553545654308,7.886176630146709
2022-01-09,Asia,Canada,9180351,276,476616,773,77158320,43021,0.8065626321304032,462.32373927957815,74422453,54238735,51011292,17767,7105,1.8357850982772728,33.08401050984974,1342321935,816.2016091589073,22.066742021575497,24.73643233998893,18.44071460747987,23177.996639830722,29.416108519994534,791.2812112444975,15.543414443300167
2020-09-03,North America,India,103355,1999,219222,529,44856075,18261,0.29650950014213107,51.798574998739745,92680458,23463086,19490452,26467,17747,1.596934656416827,4.496857122460285,256450043,705.1703225144012,40.9018488330671,21.50594822038752,5.538982642512056,45771.84322159828,22.369767186403923,759.8274224080238,12.324993514095311
2020-04-11,Europe,Italy,1262752,1227,189518,9,19231255,27378,0.5101385419104019,271.4942018732027,31035322,58601297,21343124,83222,9229,2.1076589944402935,21.083854283635052,689158028,774.4843871746477,30.857926270782073,16.074105533515024,5.3040866535838305,19920.22312802729,26.437243048294306,359.0640374947919,13.992549029761859
2022-03-31,Europe,Russia,9784633,6337,183500,91,56292424,86755,0.6676739510082869,157.0039626367558,10137559,53440589,30490203,7118,15028,0.8538231951864872,50.654497678459244,435402720,132.0569136374778,22.34975957307318,6.703052287178306,5.075615944080004,61741.54157573738,41.351364958085306,504.12111910628164,7.107536961845906
2021-10-04,North America,Brazil,5664789,3735,441110,138,40907614,11937,0.026256818809906046,135.70750375983624,85201857,52230692,36060579,63884,7489,1.0218792053478096,16.3759122847043,84799838,231.79924689374747,48.05094972898569,12.287582199995878,9.108280353920101,46624.75956159601,20.68665106713495,722.2208790993532,4.980413383456349
2020-11-05,North America,USA,9695979,695,474365,480,46938182,66330,0.37673874533095464,322.9174259584482,98047161,62982543,280570,11213,16304,2.343258214795444,88.93833101726092,205589847,579.7762010416035,37.69574957429196,6.7285140119318125,11.320015291263655,61049.2091374789,11.503890300982922,446.25079336798444,5.818032368128065
2020-08-09,South America,Japan,9305648,9501,268591,448,28463405,47366,0.6958883576785689,115.61846869551812,84209500,37874900,49738956,97021,19395,2.3600522264925923,71.0309011429648,979635778,858.629333404179,42.60554022766327,11.22562723733009,10.847359035265487,28281.95845532733,28.516021272400117,519.4143379610946,2.5909547355991633
2021-08-03,South America,Italy,5743066,4152,5499,332,89318449,72322,0.2525950931191334,458.18255337119786,40796132,40707264,41091850,81037,2090,1.384513532949782,2.7736002539431093,441103456,893.1934967367854,27.21156306713839,10.175842013306491,7.369828433796507,3344.9748411025753,46.87544092708153,522.270001428963,9.949714740695956
2021-06-21,South America,Japan,6113790,7901,39041,868,47040823,40160,0.9577041070064872,203.02195454956205,14921354,59104827,66620503,8868,15461,0.5955023642368598,87.67015557252138,584731677,833.590862632378,42.84622767888271,12.771105932734368,13.573653632879495,40753.65747150209,34.6606010414509,554.4784774246923,8.718432365162428
2021-06-04,North America,Brazil,4721339,7470,293459,339,39708715,45313,0.030161371506838952,338.68767336483944,77487670,3644092,31463675,51716,10944,1.1131101372519194,97.73209941954688,1024330273,52.963966623583104,44.854263200696494,21.74553179979838,8.75065172190925,24404.351688050687,15.418162194172247,502.8502513833474,1.0482537746509255
2020-08-19,Asia,Japan,9889550,7537,132371,960,90019549,27032,0.9580871875874228,363.87785866429226,51255826,58994813,47417042,94869,148,0.9942453088425562,50.18615697670036,255053682,822.670392809169,32.92488191643429,8.007533426207603,9.223410797351839,31924.997938642377,48.14969159133482,384.16095605350097,17.270966671814723
2021-07-28,Europe,Canada,3275709,2841,382650,51,81283965,91963,0.21676386801040004,341.4708473126651,66675110,20502218,26481694,42523,5098,1.3293537039898435,31.46106775495777,24981085,900.1002657458708,37.158694182438964,11.121278977072151,4.794011067644076,47996.60476066967,17.135845058320754,477.6355553810862,13.955515159234817
2020-07-27,South America,USA,84654,4208,498221,706,24999095,17358,0.048822041925369986,451.7001204465117,96615380,27991421,39929916,34028,14559,1.1356012377571751,26.346444940004933,1297298402,66.18159925112553,49.15617604788664,10.22234488643215,13.067932696548285,49345.86202789015,49.16270119094735,710.0098772576692,9.488081885222067
2022-11-22,South America,Canada,5147581,8733,136066,465,49791835,61710,0.2924740332235575,115.56543180299906,92946265,2906655,45322818,10545,1133,2.1579846877049085,8.741949421854866,603350619,422.11808483921817,45.40188925123277,10.922832942738157,14.13976637888095,2901.3926257412622,9.599486432823173,704.872341971485,19.37340328231925
2022-12-11,North America,India,1954354,1088,226486,717,31475949,95326,0.7862823072902253,43.02727234305059,69142485,32580085,38899612,357,16737,0.5060720382509081,49.16093780690309,1223996576,541.2442200637347,33.34550183204493,12.212469496141845,15.88515374784707,54081.884425933335,49.98247671702663,640.7820228025877,18.870290593678387
2022-02-17,Asia,USA,8242680,3363,212235,798,40760705,86157,0.7524420064480531,27.732848632524675,82196746,14679442,48256962,21788,9299,1.7892637070229964,5.014002210273604,200974998,240.42286915466465,39.93721576267538,9.88623499867277,18.368156623162008,35052.80513196944,3.795282495430002,389.8753248458704,2.806841640334245
2020-10-04,Europe,France,2428388,24,257831,474,4529458,48821,0.20884041642279205,438.92207523751244,33403195,61778743,22553934,16802,18497,1.8285404503120866,50.383719132751835,8588889,521.5187994767396,43.52694430407539,23.851625444462464,16.02207574616928,39412.21535939395,35.6619940862826,650.1807863114715,12.687645530089187
2020-06-13,Europe,France,8916786,9764,400705,400,33013055,28365,0.19679013359179942,486.64352496959106,43005603,77454596,21286726,54739,14956,1.8212531505780858,25.254844072509307,401226423,887.0962300814539,20.729864617347456,13.402034278253092,7.007642324551164,21561.598778099826,37.02207930229061,371.49944303272736,16.523427177845765
2021-02-01,Asia,France,2663046,6144,353791,438,30901994,13189,0.6425799158045408,151.26327060235633,3719931,20791682,38989934,85875,3206,1.5411893610291394,47.64319555781835,880981256,868.2730812823069,37.65097959875811,7.282265303945364,7.006137710894286,30037.531234040085,33.97873434823967,564.8480882154186,4.286085167647087
2022-04-24,Asia,Japan,5499720,5668,294499,877,88214299,76749,0.4580826896757305,346.7569617874846,63452391,13235545,68297999,1593,1109,1.722208146219606,41.838412634445376,1261284295,940.4389084449061,49.53585840238125,14.353172200546418,18.55648232455225,50015.88424457389,38.880338382313525,497.1996975840408,3.4312793756390163
2020-08-08,Europe,Japan,6640913,4236,335949,604,12780593,7248,0.7922899533309022,4.45639208587445,55864616,38602710,43853857,4602,10169,2.1209886230741803,30.51142520043012,1276534692,489.26870041059664,48.415419494789944,8.688638037227175,16.432270680057936,54593.252403153834,23.591647082378774,310.0172668695503,5.935777801469674
2022-07-20,Asia,Japan,3416664,9959,330511,931,15256164,4369,0.02413277869255359,94.31575505799388,8053633,68949085,54873387,75113,11131,2.068393557376763,44.86382395166729,1338276768,416.46127584098093,44.973211842873326,9.322612850026399,16.298189315285384,27710.326500590483,2.7056973287953756,417.0147949193706,6.313751762001397
2022-07-03,Europe,USA,3385659,8068,372050,996,13980901,63763,0.6104118607605711,344.6371912308072,13247416,36239687,12806268,95865,9204,0.5692507543568208,47.403388924565235,802650702,669.1299408420299,23.18642279392056,10.700828352896654,15.23513222187911,48687.10975294178,17.887664636724406,681.2532314946279,19.334707631595002
2022-04-25,Europe,India,3385357,2235,379553,921,84664230,8050,0.7306720122398759,32.943569657616415,20093843,21663516,3157094,10943,3106,0.5608730714746177,83.36917615752387,1381292912,422.59297182502377,49.82124357548455,7.4951971205189345,7.542433851314282,18805.001616502224,32.115724860007425,738.9269657126544,15.829069280855716
2021-04-24,Asia,USA,1465689,7295,339499,820,95593256,28605,0.993386112028669,234.25502495991225,55080981,56162764,55170765,33012,3936,2.1778896255409825,66.57833434322701,798383278,51.525150040849184,38.28614459413848,19.4223786516,17.40597582091977,58409.56389724855,32.31235236504415,243.70680033478106,2.1350201832149
2020-02-09,Asia,Canada,68148,8392,116220,656,16011986,49616,0.6787816942368469,331.2916321869744,60494207,28386618,64646825,70108,10994,1.6494593750611257,43.3156597681352,547021895,722.7222376487505,26.687247482884715,20.838929494624978,5.429039527362143,43077.18248460821,9.759691615666005,419.3503668782011,15.943146961583594
2022-10-15,Europe,India,1825665,8448,221421,597,83804897,54479,0.2318451565499663,382.97908565275867,68620390,20232216,13472637,16250,9658,2.4148546705383844,90.52419375757364,1390747028,288.1741018699955,40.228060688429494,12.885698438312001,8.95029935806436,54487.86960861576,12.650260315494,403.4538907075395,4.223150848585199
2020-11-07,North America,Brazil,2745683,3747,349317,508,55805235,80934,0.10818619488003878,226.90795686218524,58270595,38786965,53325557,82169,16340,1.3631831938329515,75.57407765033082,533806271,58.59445914451858,45.69570686239044,18.779850788670906,8.890067178919303,33923.68480993147,24.334906894122387,442.31070804579224,7.787597190997348
2022-06-15,Europe,Russia,4056518,3175,264140,152,59492725,40883,0.6409167746440754,315.1420197481715,78494428,25106925,49207123,44053,11180,0.8534836427914876,7.571689710828977,294518216,30.414865761635106,23.369832825429075,12.779085803413912,12.52224640903659,16808.540663754913,36.430526135610975,783.6379672762885,7.051872543019939
2020-03-02,Asia,UK,2669995,4897,251071,513,47915328,33055,0.523183067518216,269.78781478103065,90509421,30982496,45311901,39388,8461,1.4464698247756183,15.374582926589031,754999347,932.047655891545,47.493144298682736,8.281546472727278,10.878540451924817,30616.94681864143,42.6399051501228,463.1197591981609,6.175249862873706
2020-10-18,Europe,Japan,4997895,5037,306531,502,69431855,68731,0.8991452884450164,26.15288604166055,25759289,51509446,4300398,91707,9723,1.3730886159230462,8.166788361087661,1193230925,259.5552485577272,47.606128442569855,12.943361226625568,10.8167382626978,27322.492219004132,4.324242402046136,681.0536817394271,6.866402620661824
2021-05-01,Asia,Brazil,6397986,7427,3089,853,72572626,90987,0.726608021181275,371.4023436299232,61869527,63997206,32007790,71405,8495,1.5343547628770327,31.886335977897883,924947098,453.4202005978329,20.403932186939535,16.13974790963279,12.410731331753059,23957.44149737098,46.28099578361062,564.7559517866188,15.329829043550117
2022-04-17,North America,UK,1870928,8605,360971,900,85563179,7450,0.5097424500426206,86.18095794268748,68140096,15676494,35113623,71507,15344,2.1158944677538996,43.56466208031734,746655699,951.0706883698668,47.009573649901824,5.819886281537778,10.062113733506191,15639.988594162005,46.38658312729875,175.03363120155188,6.064524021832694
2020-12-13,Asia,Brazil,4155299,2014,282803,771,18868867,2925,0.4035894707651476,15.902765616920666,56235479,56581473,35843959,49662,13097,1.8111679758735522,50.424592275987436,172126264,472.84180899291795,48.40453754720468,18.0896878136474,7.249714932401505,53382.53278970662,0.3966871048986298,586.9597607656453,16.213757841787952
2021-11-04,Europe,France,6249859,1381,307322,675,45659566,80051,0.4043746995708203,225.58395814418614,28552761,67516956,69215447,61311,15775,0.8705506547987496,85.1412198696779,1128382679,87.82323029104822,21.130753909410355,19.85215938009571,14.290052202044734,6958.264631118674,25.320478783765104,552.9414152888877,2.7293227379861142
2020-07-09,South America,France,2305413,1098,95965,5,47429722,50272,0.22630428615123455,432.81879364075513,64975517,19609231,25985626,79493,18316,1.9689545127101227,1.7956285783114923,329969803,556.4166867741926,28.82498970524152,22.199405154171224,16.44076744025284,62241.704162122536,29.357213202066433,630.9282262892036,12.308228315304056
2022-04-06,Asia,Germany,3910197,3426,81268,499,93050144,5310,0.017325971755697056,75.41471883051432,49077323,36358620,1705873,71504,18424,1.6837924265568631,42.82884057451235,305672610,97.31666691952454,31.193225204483795,7.0554112049861395,11.14292994035802,13076.705879944991,27.685671456172038,152.11396513059515,17.39701658276901
2020-06-22,Europe,Canada,5558019,3655,347186,660,42837195,31817,0.5749105882071062,6.4287670584874945,81980434,12601174,30367673,86789,7934,1.6566214610753627,41.09983736821633,1367275230,104.13699958980102,30.466714161991703,5.001871877165447,14.041214174146623,68611.28197775636,30.78858287640968,268.9152919740827,2.5066462192225223
2021-05-30,Asia,India,5414709,7938,368615,716,7124801,92944,0.2124147325232152,54.989617882708565,3463357,8019446,19816473,91477,5775,1.8565137648712702,94.74759366593022,856023354,852.9623030644351,42.770097118105674,6.465327380443247,12.101175790991613,69204.29531800812,25.167564093146982,638.5020828273509,13.06286687402005
2020-08-17,Asia,Italy,271836,9101,201798,117,87668956,44528,0.20832691772804146,181.82955716580335,41878265,28203531,69048988,56657,9000,1.6279309173130634,24.103691762419288,539654429,296.52732793094356,30.74313377671601,23.482336075722163,4.002939455130742,28488.705845639473,14.690345688333794,359.43118103727033,10.720718283178261
2022-07-07,North America,UK,3584702,187,332255,484,1898465,55779,0.1253812286764805,290.0859349956519,76155239,44461793,7041607,73183,17331,1.4150274726761867,12.240581190546894,930739455,681.883498111312,48.69736429684227,20.31111442082522,10.192439246590315,69159.65401162615,4.785219308035749,737.5732697754524,7.306881557960573
2021-02-14,Europe,Italy,7281369,5409,237103,600,22476701,84816,0.18959549017669275,96.50606699294629,96107370,38832899,63321248,25499,10484,1.7807605656281922,14.2260212183976,116580276,513.8350919753752,49.84977875914214,21.70871293522334,3.1674924918695337,60965.727692370114,10.418970529432686,462.3692862774165,2.912816216697169
2020-03-28,Europe,Canada,2299435,2092,244754,665,21443986,82641,0.031789149555137675,400.9820025112853,23659381,32634451,65438075,31785,17149,1.9474541391011502,52.01427239278289,1199233616,230.10342429237002,29.5045661211874,15.340275943319446,14.251947728800886,6687.6891093199265,37.01275568939887,100.71899349871988,13.853220629385826
2022-11-12,Europe,USA,8585377,2130,165637,950,77569041,84083,0.674231449748532,376.64856027454096,88833475,14210907,60085630,81993,11115,0.9515338856623812,39.09038035054664,944001477,522.6420956666756,35.264022596195204,15.534397491277508,11.638744988038225,66365.67089037466,12.053175931598798,589.1851740472006,6.878181321898781
2020-04-28,Europe,USA,2658505,5242,362579,678,30549432,76310,0.40139711631269426,347.9318082993496,58185806,28732421,30625443,74536,7172,1.494099788476225,75.41420283639894,1281600558,78.30360054075524,36.73117520900023,10.97011179678369,5.156136098054848,3933.492627417001,41.48551678138649,459.42477988411554,7.439461676258444
2021-04-18,Europe,Canada,1271741,8549,89242,467,60037717,15457,0.5615245987731451,243.73490415777198,32803411,47685517,33166412,52030,2496,1.4163449265302472,32.31823721535429,183740433,353.7402260938123,37.38208489901185,21.855061039363274,12.21725604534025,13552.086267998395,20.17441835022627,321.96604909411303,14.634261969105562
2021-04-09,Europe,India,3769315,5647,375348,160,8537341,42311,0.6369576180207995,182.60847756699266,21189622,62041846,65726672,37909,19946,0.5798065412225766,12.796175200235481,342137851,527.6078627702867,31.22626982585899,21.595391661675688,18.27324205147582,41337.092318420524,20.723792744906238,114.30848888224703,18.961717714017258
2020-03-08,North America,Brazil,1046797,5185,153956,269,79527723,3980,0.9724845622761592,187.7933104824054,97617340,65763502,33542168,34894,17646,2.1688773128480117,38.687578972103395,908540194,236.11039470479548,24.97980505876489,12.84342691444323,8.78834300121951,6570.865309600938,43.42493705909657,239.12236269770884,7.339111445232221
2021-05-11,Asia,France,3047262,5776,279343,55,92570665,20886,0.06826586585550098,251.53526747786665,43178132,14872128,15835681,84124,6393,1.2547640478768487,88.3035617322555,928248346,663.5862488795468,21.63681625193383,11.585341409429477,19.70026902596043,12159.215232266455,10.714441413819742,213.11574282918147,15.187928402939429
2020-09-03,Europe,USA,9973006,7913,60038,227,53056654,77112,0.417917684831438,38.657343441327264,50026013,38237330,2190372,72006,5410,0.6453784664024176,40.55265534210627,1007564432,61.293802479343704,23.190459969494963,19.767465425060497,19.309458414616845,66790.93331074447,9.48096183499158,507.99790109411407,19.175571521582864
2022-04-04,Asia,Brazil,564685,7547,57786,848,1120816,50877,0.24589793352648104,341.15273143353056,45998871,41866808,19434346,15473,542,1.4157981941529627,83.3627722475148,224771402,489.96179889192064,47.03873712781524,5.523362766758675,16.350267321760306,69633.46405724496,49.27032027639158,638.6878143554176,2.858712054630387
2022-01-02,Asia,Japan,2879190,7823,371780,148,61449594,97427,0.47671193185681415,175.75377200465104,54745007,23165964,21591168,81697,10871,0.8229616121831946,37.15300858535811,1090657065,717.8458234764895,28.411250198615214,22.198977970367757,16.83459962292224,56071.42138284051,27.030222012903447,264.22449176962914,11.054837035647125
2020-10-08,Europe,Canada,5596411,7355,236042,45,66401143,36181,0.9204723006138882,112.37938896934429,91075638,3786997,43835502,20063,13390,1.9088288292693296,28.138562391645472,81366753,435.6465983672051,22.304689496331335,13.924959786283457,9.97927112339732,36549.448011064494,9.526035202882804,588.4061939592838,1.21212236567887
2020-09-27,Europe,Japan,9700344,6465,311438,143,5169949,33262,0.7239842652481513,139.16353524931947,26895998,46802774,18619183,78444,11146,1.643543150335303,77.48627299053456,356301550,875.8405511657486,38.70589098633059,13.826884930857217,9.843198620050533,63120.76456272559,8.290241502241875,729.8769809885043,16.678382585234807
2022-02-19,Europe,USA,1007293,1497,209087,749,54303831,947,0.6619495864798933,90.14714264310891,47882983,29614873,68986587,11850,15809,1.0402276139558704,20.92345276713766,670181599,635.8708534282589,22.25921453783856,18.381556947747892,19.224755090538874,8721.01519096624,43.0832484663003,535.1102149411837,6.450923325977056
2022-01-28,North America,USA,4774183,2555,165250,783,37527801,22,0.4412458764311774,450.78404276389426,60501413,38158568,19821251,984,19165,2.400947718301948,23.183070616981148,1111889144,958.9079868981504,22.10158819007073,17.91498720621063,9.225336242411915,66059.53897790561,29.99229835687357,642.9533381811532,7.322582380627086
2020-05-31,Europe,Brazil,3366612,5409,405881,631,88437118,1128,0.6711124983744359,84.51875818127552,94122434,5863077,54941842,50450,12431,1.0834906965111615,4.981283807596637,1182631661,291.28059464722895,38.647115176136644,10.319481321127334,4.646839114241735,25257.15199442482,5.751912714088298,242.96205386416096,14.05845182671301
2020-11-18,Asia,India,8411855,2951,262678,339,16773468,79522,0.03237537727440809,441.4630594474313,82814044,26735937,13139452,56700,15479,1.6099938139538414,18.784571128199445,952470317,939.4014375461996,37.74185732595592,23.865572090281933,5.595918499251505,60442.76799509042,44.34540442781301,152.45696536542724,15.994416471446476
2021-11-18,Europe,Japan,5267180,1238,353972,412,98391612,32322,0.5862386720298944,286.12169798422565,31210908,40619545,1638533,72723,11183,2.1031356485820982,37.881539360979865,174358242,610.7543639868397,21.244318608498805,24.726599586653112,15.076782408279676,47117.76501299198,22.195250284031044,355.77146087004945,8.59981477272834
2020-08-19,Asia,Japan,7807313,9165,298276,731,69580814,48929,0.5537765625992482,433.7254776944301,23013769,31557757,5380559,93392,18996,1.527784595908976,39.957269871490375,261531163,747.7271102212646,33.81433503310846,15.519780285923702,9.510675896523955,67258.92697984482,49.46786360651957,596.3048474106549,13.644881281998757
2020-04-15,Europe,Russia,2704238,4727,377864,519,8790784,81696,0.34664043196319283,237.03210845275606,54418372,74550584,7940959,20339,17583,2.42171135155057,42.06280869315733,1162933813,903.1395058730125,33.07304923718104,16.22761596340694,6.388828275107276,60662.778397911454,14.088016384294383,580.2690125205613,19.170733816579094
2021-09-04,Asia,Canada,2630708,3965,298254,343,1044423,9808,0.2015141254241084,463.8168597405368,84919626,68940286,29140957,38481,10309,2.1877091339590287,47.96929462353744,1120203221,555.6852161119027,36.40067389107665,16.08635926847247,16.834364187612085,62264.949135012524,26.440861572410302,768.5554688015054,17.85114361434546
2022-09-18,Europe,Italy,3494679,5686,189826,386,60574085,95148,0.807555550999301,105.7453718041751,73124272,55309795,19821730,64351,16173,2.3420380280017916,57.19106157591509,546572077,863.5589840301687,42.13534131310362,14.71574816356522,11.307449341445968,44591.0505722821,8.655014036631536,540.9848938366317,14.324588068423598
2020-12-20,South America,Italy,5517209,9242,325724,472,8316308,52882,0.05386211445509648,277.34587642363726,24095673,52036381,63538212,52839,10872,1.245405167508878,18.942902459545717,1336342697,546.2799701921748,28.484001426865824,23.90374107355651,12.649900481086334,58487.93863736303,21.985298934499436,387.8991226951346,18.918213896896997
2021-06-16,Europe,Germany,1767640,3701,415685,274,52850274,21725,0.06967286442358778,62.91934525683457,5356465,78052230,43706827,64236,7032,1.5967108348225172,61.39441830760658,841036981,603.2069383410653,32.98340850751431,9.895048979548244,5.617139029051809,53242.04940253236,8.826877450466775,657.991998657049,17.64282291838393
2021-08-15,Europe,Brazil,6723771,2780,326160,352,4610635,72534,0.44052174398414656,223.61014260118216,62118653,78368356,11853016,79619,4688,2.180332590986801,33.65545874692886,1126115111,450.6475871684117,43.78228053082895,7.159163525107781,6.276821424070967,12151.99603236822,15.36155432594658,207.14753814852185,14.851172386915907
2020-08-20,Europe,France,1285160,7398,46233,65,63820058,39950,0.25255454740860506,284.9518483234212,97423351,54538621,30242519,48287,12854,2.3070000686054914,73.40107351391283,139912331,154.18216632170186,47.676691713817064,23.590945686496624,5.139552628554698,45753.185503373774,13.493286890998435,669.1156368438641,18.42770742201026
2020-02-21,North America,Russia,6080526,1588,496020,78,86686025,88954,0.7454524135070204,302.83761108658604,5118036,61733079,58345610,60306,4786,2.388727155937043,55.72044501863175,10806617,557.968201015378,46.73968919149634,9.260766284223054,11.747227586985328,11224.112709890946,14.154696612859603,356.1513260355253,16.5304188200298
2021-05-05,Europe,France,5173036,2368,392007,597,19881139,83576,0.634190076921191,182.76439845363956,78842639,42289693,17468514,52197,3681,2.2583039865595116,55.426862683810604,159560076,977.6737479635193,34.328928562821254,19.98310707084172,16.186169199363324,60992.47241010156,48.49131556956656,207.80700631556982,10.542827869806613
2020-08-15,Asia,UK,1425472,5789,197780,635,63659241,20557,0.7725347961266315,38.167821083226414,65162829,19026525,69059155,25435,19879,1.9615098081504685,68.54869885928731,761019863,789.3141357749615,35.62597391006305,9.077466184642303,15.448849145985063,5550.5361544578245,1.9223242894091552,213.49843682691576,10.543356160371628
2022-04-26,Europe,France,48984,436,451448,201,9255404,21825,0.3246789563378011,327.66303569132634,54740692,79354126,53460191,67621,8856,0.54842961106386,33.30189909535674,1255339819,750.023499905902,35.87316326456478,24.203720312447178,7.440923948877603,69106.22024333599,24.843076268670483,788.5182467072574,1.167025017786424
2021-07-21,South America,USA,6556168,2828,224522,977,28120485,8998,0.7405189396178674,244.2159302266389,48442159,67093527,59692729,30837,6078,1.1299068989509262,42.92329405614754,544456578,646.8757147023332,46.06146709122454,20.822435406746187,17.476353194395834,28643.239963502092,31.46229021321641,536.2559337784271,1.574744946701634
2022-05-12,North America,UK,1504384,1556,479653,661,40171675,36080,0.8623032360263989,68.43943331862845,55074558,48141063,39010223,81719,15862,0.7578725697868609,58.28978684328819,299538527,354.4295867523721,45.198185208140025,23.374363442297177,4.796234418387028,12773.425405399057,33.03806872220025,221.98521602545685,15.1783243044315
